,ConsentNo,ConsentStatus,fmDate,toDate,HolderAddressFullName,HolderEcanID,ChildAuthorisations,ParentAuthorisations,ParentorChild,ParentChildConsent,CWMSZone,AdMan,TotalInspections,LatestInspection,CountNonCompliance,LatestNonComplianceDate,WAPsOnConsent,CombinedConProRataRate,WAP,WellStatus,SharedMeter,MaxRateSharedWAP,CombinedWAPProRataRate,ConsentsOnWAP,ECsOnWAP,MetersInstalled,DataLoggersInstalled,LatestVerification,VerificationOutOfDate,WaiverEditDate,Waiver,T_AnnualVolume,T_LatestData,T_DaysOfData,T_MetersRecieved,T_AverageDaysOfData,T_AverageMissingDays,WAPProject,Activity,ConsentAnnualVol,ConsentRate,ConsentNVol,ConsentNDay,FishScreen,ComplexAllocations,HasALowflowRestrictionCondition,ConsentLimit,WAPRate,MaxRateProRata,WAPFromMonth,WAPToMonth,WAPNVol,WAPNDay,WAPLimit,FEVolume,CS_ID,CS_ErrorMSG,CS_DaysAboveNday,CS_PercentAnnualVolume,CS_TimeAboveRate,CS_MaxRate,CS_MedianRateAbove,CS_PercentMaxRate,CS_PercentMedRate,WS_ID,WS_MeterName,WS_ErrorMsg,WS_DaysAboveNday,WS_TimeAboveRate,WS_MaxRate,WS_MedianRateAbove,TotalMissingRecord,WS_PercentMaxRoT,WS_PercentMedRate
189,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/5251,Active,No,34.72,34.72,1,1,1.0,1.0,2017-05-14,No,,No,142367.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,34.72,34.72,Jul,Jun,20999.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30213.0,M35/5251-M1,,0.0,201.7457034307056,85.57603306240506,39.19345862540024,0.0,246.47474960370124,112.88438544182098
190,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/6667,Active,No,65.0,65.0,1,1,1.0,1.0,2016-05-04,No,,No,506133.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,65.0,65.0,Jul,Jun,39312.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30220.0,M35/6667-M1,,0.0,0.0,40.113726721869575,0.0,0.0,61.7134257259532,0.0
191,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/7215,Active,No,65.0,65.0,1,1,1.0,1.0,2017-12-08,No,,No,30603.0,2019-06-30,312.0,1.0,312.0,53.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,65.0,65.0,Jul,Jun,39312.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30223.0,M35/7215-M1,,0.0,0.0,45.71416219075521,0.0,0.0,70.32948029346956,0.0
192,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/7319,Active,No,60.0,60.0,1,1,1.0,1.0,2017-07-11,No,,No,1238790.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,60.0,60.0,Jul,Jun,36288.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30226.0,M35/7319-M1,,11.0,4411.939564694431,125.92853546142578,68.7407811686353,0.0,209.88089243570963,114.56796861439216
193,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/7813,Active,No,75.0,75.0,1,1,1.0,1.0,2017-04-20,No,,No,121972.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,75.0,75.0,Jul,Jun,45360.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30229.0,M35/7813-M1,,0.0,0.0,62.950170305040146,0.0,0.0,83.9335604067202,0.0
194,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/8897,Active,Yes,23.33,23.33,1,1,,1.0,,,,No,302277.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,23.33,23.33,Jul,Jun,14110.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30236.0,M35/8897-M1,,66.0,2125.372714762555,59.94689517550998,35.58292265927571,0.0,256.95197246253747,152.52002854383073
195,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/9289,Active,No,81.02,81.02,1,1,1.0,1.0,2017-04-13,No,,No,636759.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,81.02,81.02,Jul,Jun,49000.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30239.0,M35/9289-M1,,0.0,7.234369617833032,91.6228781806098,86.29828083160066,0.0,113.0867417682175,106.51478749888999
196,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/9440,Active,No,49.93,49.93,1,1,1.0,1.0,2019-02-25,No,,No,103124.0,2019-06-30,352.0,1.0,352.0,13.0,Pending Data Cleaning Project,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,49.93,49.93,Jul,Jun,30198.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30242.0,M35/9440-M1,,0.0,148.85426652497716,2936.441650390625,60.50851908815861,0.0,5881.116864391398,121.18669955569518
197,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/0985,Active,No,58.61,58.61,1,1,1.0,1.0,2017-06-09,No,,No,61156.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,58.61,58.61,Jul,Jun,35447.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30245.0,M36/0985-M1,,0.0,29.432942385805976,126.0258674621582,69.44597870929908,0.0,215.0245136702921,118.48827624859082
198,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/1197,Active,No,23.15,23.15,1,1,1.0,1.0,2017-04-07,No,,No,67212.0,2019-06-30,234.0,1.0,234.0,131.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,23.15,23.15,Jul,Jun,14000.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30252.0,M36/1197-M1,,0.0,1.2890398135450152,24.011612998114693,23.69307412041558,0.0,103.72187040222329,102.345892528793
199,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/1356,Active,Yes,58.61,58.61,1,1,,1.0,,,,No,84510.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,58.61,58.61,Jul,Jun,35447.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30255.0,M36/1356-M1,,0.0,30.782910836935045,140.5012724134657,70.92146514244826,0.0,239.7223552524581,121.00574158411237
200,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/1915,Active,No,22.0,22.0,1,1,1.0,1.0,2017-04-28,No,,No,106689.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,22.0,22.0,Jul,Jun,13305.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30258.0,M36/1915-M1,,0.0,0.0,18.127172258165146,0.0,0.0,82.3962375371143,0.0
201,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/20729,Active,No,22.0,22.0,1,1,1.0,1.0,2019-08-21,No,,No,155321.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,22.0,22.0,Jul,Jun,13305.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30265.0,M36/20671-M1,No data for M36/20729 .,,,,,,,
202,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/3060,Active,No,54.98,54.98,1,1,1.0,1.0,,,,No,276328.0,2019-06-30,349.0,1.0,349.0,16.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,54.98,54.98,Jul,Jun,33250.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30268.0,M36/3060-M1,,7.0,797.5576661458281,210.27626037597656,72.41562361905528,0.0,382.45954961072493,131.71266573127554
203,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/4073,Active,Yes,59.0,59.0,1,1,,1.0,,,,No,510045.0,2019-06-30,346.0,1.0,346.0,19.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,59.0,59.0,Jul,Jun,35683.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30271.0,M36/4073-M1,,0.0,16.14455992552969,70.44581943088107,63.8286619184297,0.0,119.3996939506459,108.18417274310119
204,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/4591,Active,Yes,58.61,58.61,1,1,,1.0,,,,No,141282.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,58.61,58.61,Jul,Jun,35447.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30274.0,M36/4591-M1,,0.0,40.901017978058924,82.81437979804144,66.00862515586164,0.0,141.297355055522,112.62348601921452
205,CRC200028,Issued - Active,2019-06-28,2044-03-03,Rangitata South Irrigation Limited,EC106804,,CRC001229.1,Parent,CRC001229.1,Orari-Temuka-Opihi-Pareora,,,,,,1,20000.0,K37/3262,Active,No,30700.0,121400.0,4,1,1.0,1.0,2014-05-01,Yes,,No,,,,1.0,,365.0,,take surface water,0.0,20000.0,0.0,0.0,No,Multiple allocation blocks,Yes,1,392.0,,Jul,Jun,,,1,78000000.0,23383,,,,0.0,1840.9166666666667,,9.204583333333334,,26865.0,K37/3262-M1,,0.0,0.0,920.4583333333334,920.4583333333334,365.0,234.8107993197279,234.8107993197279
206,CRC200030,Issued - Active,2019-06-28,2044-03-03,Rangitata South Irrigation Limited,EC106804,,CRC042094.1,Parent,CRC042094.1,Orari-Temuka-Opihi-Pareora,,,,,,1,20000.0,K37/3262,Active,No,30700.0,121400.0,4,1,1.0,1.0,2014-05-01,Yes,,No,,,,1.0,,365.0,,take surface water,0.0,20000.0,0.0,0.0,No,Multiple allocation blocks,Yes,1,20000.0,,Jul,Jun,,,1,78000000.0,18835,,,,0.0,1840.9166666666667,,9.204583333333334,,19733.0,K37/3262-M1,,0.0,0.0,920.4583333333334,0.0,365.0,4.602291666666667,0.0
207,CRC200036,Issued - Active,2019-06-28,2044-03-03,Rangitata South Irrigation Limited,EC106804,,CRC070924.1,Parent,CRC070924.1,Orari-Temuka-Opihi-Pareora,,,,,,1,20000.0,K37/3262,Active,No,30700.0,121400.0,4,1,1.0,1.0,2014-05-01,Yes,,No,,,,1.0,,365.0,,take surface water,0.0,20000.0,0.0,0.0,NO,Multiple allocation blocks,Yes,1,392.0,,Jul,Jun,,,1,83096000.0,21799,,,,0.0,1840.9166666666667,,9.204583333333334,,24246.0,K37/3262-M1,,0.0,0.0,920.4583333333334,920.4583333333334,365.0,234.8107993197279,234.8107993197279
208,CRC200047,Issued - Active,2019-06-28,2042-01-31,Rangitata South Irrigation Limited,EC106804,,CRC134810,Parent,CRC134810,Orari-Temuka-Opihi-Pareora,,,,,,1,61400.0,K37/3262,Active,No,30700.0,121400.0,4,1,1.0,1.0,2014-05-01,Yes,,No,,,,1.0,,365.0,,take surface water,0.0,30700.0,0.0,0.0,No,Multiple allocation blocks,Yes,1,30700.0,,Jun,Aug,,,1,309553920.0,21798,,,,0.0,2761.375,,8.99470684039088,,24245.0,K37/3262-M1,,0.0,0.0,0.0,0.0,365.0,0.0,0.0
209,CRC200047,Issued - Active,2019-06-28,2042-01-31,Rangitata South Irrigation Limited,EC106804,,CRC134810,Parent,CRC134810,Orari-Temuka-Opihi-Pareora,,,,,,1,61400.0,K37/3262,Active,No,30700.0,121400.0,4,1,1.0,1.0,2014-05-01,Yes,,No,,,,1.0,,365.0,,take surface water,0.0,30700.0,0.0,0.0,No,Multiple allocation blocks,Yes,1,16900.0,,Sep,May,,,1,309553920.0,21798,,,,0.0,2761.375,,8.99470684039088,,24243.0,K37/3262-M1,,0.0,0.0,0.0,0.0,365.0,0.0,0.0
210,CRC905302.3,Issued - Active,2011-06-01,2025-04-30,"Genesis Energy Limited, Auckland",EC119969,,CRC905302.2,nan, ,Upper Waitaki,,6.0,2019-10-03,0.0,,1,130000.0,I37/0038,Active,No,130000.0,130000.0,1,1,1.0,1.0,,,,,2729510658.0,2019-06-30,365.0,1.0,365.0,0.0,,take surface water,0.0,130000.0,,,NO,No,Yes,1,130000.0,130000.0,Jul,Jun,11232000.0,1,1,0.0,19798,,,,0.0,127222.5,,97.86346153846154,,21305.0,I37/0038-M1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,CRC905308.2,Issued - Active,2011-06-01,2025-04-30,"Genesis Energy Limited, Auckland",EC119969,,CRC905308.1,nan, ,Upper Waitaki,,5.0,2019-10-04,0.0,,1,130000.0,I37/0040,Active,No,130000.0,130000.0,1,1,1.0,1.0,,,,,478462470.0,2019-06-29,364.0,1.0,364.0,1.0,,take surface water,0.0,130000.0,,,No,No,No,1,130000.0,130000.0,Jul,Jun,11232000.0,1,1,0.0,22307,,,,441.14084687723056,346823.6111111111,287761.272396379,266.7873931623932,221.3548249202915,25050.0,I37/0040-M1,,18.0,441.14084687723056,346823.6111111111,287761.272396379,0.0020833333333333333,266.7873931623932,221.3548249202915
212,CRC905324.1,Issued - Active,1999-08-05,2025-04-30,Meridian Energy Limited,EC111532,,CRC905324,nan, ,Upper Waitaki,,2.0,2017-05-18,0.0,,1,560000.0,H38/0189,Active,No,560000.0,560000.0,1,1,,,,,,No,,,,,,365.0,,take surface water,0.0,560000.0,0.0,0.0,No,No,No,1,560000.0,,Jul,Jun,,,1,0.0,18825,No data for H38/0189-M1,,,,,,,,19722.0,,No data for H38/0189.,,,,,,,
213,CRC905331.1,Issued - Active,1999-08-05,2025-04-30,Meridian Energy Limited,EC111532,,CRC905331,nan, ,Upper Waitaki,,2.0,2017-05-18,0.0,,1,200000.0,H38/0190,Active,No,200000.0,200000.0,1,1,,,,,,No,,,,,,365.0,,take surface water,0.0,200000.0,0.0,0.0,NO,No,No,1,200000.0,,Jul,Jun,,,1,6289920000.0,25499,No data for H38/0190-M1,,,,,,,,30073.0,,No data for H38/0190.,,,,,,,
214,CRC905338.1,Issued - Active,1999-08-05,2025-04-30,Meridian Energy Limited,EC111532,,CRC905338,nan, ,Upper Waitaki,,2.0,2017-05-18,0.0,,1,560000.0,H38/0191,Active,No,560000.0,560000.0,1,1,,,,,,No,,,,,,365.0,,take surface water,0.0,560000.0,0.0,0.0,No,No,No,1,560000.0,,Jul,Jun,,,1,0.0,20245,No data for H38/0191-M1,,,,,,,,21919.0,,No data for H38/0191.,,,,,,,
215,CRC951305,Issued - Active,1998-08-07,2033-03-25,Amuri Irrigation Company Limited,EC115655,,,nan, ,Hurunui - Waiau,,3.0,2018-10-09,1.0,2018-10-09,1,11000.0,N32/0344,Active,No,11000.0,11000.0,1,1,1.0,1.0,2016-05-24,No,,No,98400348.0,2019-06-29,364.0,1.0,364.0,1.0,,take surface water,0.0,11000.0,0.0,0.0,YES,No,Yes,1,11000.0,,Jul,Jun,,,1,79551935.0,22812,,,,740.7828280580044,12367.39583333335,11706.260502802026,112.43087121212136,106.42055002547298,26009.0,N32/0344-M1,,365.0,740.7828280580044,12367.39583333335,11706.260502802026,0.0,112.43087121212136,106.42055002547298
216,CRC990593,Issued - Active,1999-01-29,2034-01-27,The New Zealand King Salmon Co Limited,EC113243,,,nan, ,Selwyn - Waihora,,2.0,2019-09-25,1.0,2017-08-23,1,2250.0,M37/0484,Active,No,2250.0,2250.0,1,1,,,,,,,,,,,,365.0,,take surface water,0.0,2250.0,0.0,0.0,YES,No,No,1,2250.0,,Jul,Jun,,,1,70761600.0,20675,No data for M37/0484-M1,,,,,,,,22618.0,,No data for M37/0484.,,,,,,,
