,ConsentNo,ConsentStatus,fmDate,toDate,HolderAddressFullName,HolderEcanID,ChildAuthorisations,ParentAuthorisations,ParentorChild,ParentChildConsent,CWMSZone,AdMan,TotalInspections,LatestInspection,CountNonCompliance,LatestNonComplianceDate,WAPsOnConsent,CombinedConProRataRate,WAP,WellStatus,SharedMeter,MaxRateSharedWAP,CombinedWAPProRataRate,ConsentsOnWAP,ECsOnWAP,MetersInstalled,DataLoggersInstalled,LatestVerification,VerificationOutOfDate,WaiverEditDate,Waiver,T_AnnualVolume,T_LatestData,T_DaysOfData,T_MetersRecieved,T_AverageDaysOfData,T_AverageMissingDays,WAPProject,Activity,ConsentAnnualVol,ConsentRate,ConsentNVol,ConsentNDay,FishScreen,ComplexAllocations,HasALowflowRestrictionCondition,ConsentLimit,WAPRate,MaxRateProRata,WAPFromMonth,WAPToMonth,WAPNVol,WAPNDay,WAPLimit,FEVolume,CS_ID,CS_ErrorMSG,CS_DaysAboveNday,CS_PercentAnnualVolume,CS_TimeAboveRate,CS_MaxRate,CS_MedianRateAbove,CS_PercentMaxRate,CS_PercentMedRate,WS_ID,WS_MeterName,WS_ErrorMsg,WS_DaysAboveNday,WS_TimeAboveRate,WS_MaxRate,WS_MedianRateAbove,TotalMissingRecord,WS_PercentMaxRoT,WS_PercentMedRate
73,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/3660,Inactive,Yes,9.05,9.05,1,1,,1.0,,,,No,11265.0,2018-12-05,157.0,1.0,157.0,208.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,9.05,9.05,Jul,Jun,5473.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30209.0,M35/3660-M1,,0.0,97.45438237190247,12.582140498691135,10.548146297173275,206.04166666666666,139.0291767811175,116.5541027311964
74,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/5830,Active,No,75.0,75.0,1,1,1.0,1.0,2017-06-14,No,,No,9258.0,2019-06-30,67.0,1.0,67.0,298.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,75.0,75.0,Jul,Jun,45360.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30216.0,M35/5830-M1,,0.0,0.0,52.30846405029297,0.0,299.34375,69.74461873372397,0.0
75,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/6213,Active,No,15.05,15.05,1,1,1.0,1.0,2017-10-18,No,,No,144038.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,15.05,15.05,Jul,Jun,9100.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30219.0,M35/6213-M1,,0.0,256.9740525962247,23.287873797946506,17.807380847671197,0.0,154.73670297638873,118.32146742638669
76,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/7180,Active,No,11.46,11.46,1,1,1.0,1.0,2017-05-22,No,,No,26153.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,11.46,11.46,Jul,Jun,6930.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30222.0,M35/7180-M1,,0.0,31.19304439491696,92.14622497558594,27.760864557106743,0.0,804.0682807642751,242.24140102187383
77,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/7291,Active,Yes,11.46,11.46,1,1,,1.0,,,,No,99785.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,11.46,11.46,Jul,Jun,6930.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30225.0,M35/7291-M1,,17.0,702.7215581987964,36.99748314089245,14.586222164764877,0.0,322.8401670234943,127.2794255215085
78,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/8147,Active,No,70.0,70.0,1,1,1.0,1.0,2018-08-07,No,,No,5.0,2019-06-30,353.0,1.0,353.0,12.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,70.0,70.0,Jul,Jun,42336.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30232.0,M35/8147-M1,,0.0,0.0,0.6224206421110365,0.0,0.0,0.8891723458729094,0.0
79,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/8896,Active,No,23.33,23.33,1,1,1.0,1.0,2017-04-12,No,,No,836854.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,23.33,23.33,Jul,Jun,14110.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30235.0,M35/8896-M1,,264.0,5962.292770920727,60.642899407280815,37.249754291023805,0.0,259.9352739274789,159.66461333486416
80,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/8972,Active,No,64.81,64.81,1,1,1.0,1.0,2017-11-09,No,,No,32793.0,2019-06-30,350.0,1.0,350.0,15.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,64.81,64.81,Jul,Jun,39197.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30238.0,M35/8972-M1,,0.0,0.4736984576119317,66.3844362894694,65.50344891018338,0.0,102.42931073826477,101.06997208792374
81,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/9439,Active,No,34.17,34.17,1,1,1.0,1.0,,,,No,377927.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,34.17,34.17,Jul,Jun,20666.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30241.0,M35/9439-M1,,44.0,2230.805665371683,49.03900570339626,37.2107047891227,0.0,143.5147957371854,108.89875560176382
82,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/1055,Active,No,25.85,25.85,1,1,1.0,1.0,,,,No,163246.0,2019-06-30,350.0,1.0,350.0,15.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,25.85,25.85,Jul,Jun,15633.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30248.0,M36/1055-M1,,0.0,4.659734980795118,50.07074991861979,32.6660739745563,0.0,193.69729175481544,126.36779100408626
83,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/1195,Active,Yes,58.61,58.61,1,1,,1.0,,,,No,766480.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,58.61,58.61,Jul,Jun,35447.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30251.0,M36/1195-M1,,0.0,717.4824811387062,125.60528649224175,67.98262814030477,0.0,214.30692116062403,115.99151704539288
84,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/1225,Active,No,34.72,34.72,1,1,1.0,1.0,,,,No,970593.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,34.72,34.72,Jul,Jun,20999.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30254.0,M36/1225-M1,,74.0,6557.182806353834,35.82655376858181,34.76497559674681,0.0,103.18707882656051,100.1295380090634
85,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/20558,Inactive,No,46.88,46.88,1,1,,,,,2019-01-28 12:05:00,Yes,,,,,,365.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,46.88,46.88,Jul,Jun,28350.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30261.0,M36/20557-M1,No data for M36/20558.,,,,,,,
86,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/20671,Active,No,70.0,70.0,1,1,1.0,1.0,2018-02-26,No,,No,769612.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,70.0,70.0,Jul,Jun,42336.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30264.0,M36/20671-M1,,0.0,0.0,53.168837229410805,0.0,0.0,75.95548175630114,0.0
87,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/2828,Active,Yes,58.61,58.61,1,1,,1.0,,,,No,798876.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,58.61,58.61,Jul,Jun,35447.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30267.0,M36/2828-M1,,0.0,830.2409633951717,130.25899675157333,67.93232357606837,0.0,222.24705127379858,115.90568772576073
88,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/4053,Active,No,54.98,54.98,1,1,1.0,1.0,,,,No,22510.0,2019-06-30,327.0,1.0,327.0,38.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,54.98,54.98,Jul,Jun,33250.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30270.0,M36/4053-M1,,0.0,65.77442050072882,147.90035671657986,70.56824063592217,0.0,269.00756041575096,128.35256572557688
89,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/8288,Active,No,52.08,52.08,1,1,1.0,1.0,2015-10-13,No,,No,832831.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,52.08,52.08,Jul,Jun,31498.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30277.0,M36/8288-M1,,0.0,858.1958319371277,53.474788665771484,52.50750683590661,0.0,102.67816564088228,100.82086566034296
90,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX23/0428,Active,No,54.98,54.98,1,1,1.0,,,,,No,1059655.0,2019-06-30,303.0,1.0,303.0,62.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,54.98,54.98,Jul,Jun,33250.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30127.0,BX23/0428-M1,,0.0,0.0,52.28257497151692,0.0,101.01041666666666,95.09380678704424,0.0
91,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/0191,Active,No,34.17,34.17,1,1,1.0,1.0,2018-07-14,No,,No,522374.0,2019-06-30,328.0,1.0,328.0,37.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,34.17,34.17,Jul,Jun,20666.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30134.0,BX24/0191-M1,,0.0,255.46358315202926,42.138053046332466,36.18583874788544,0.0,123.31885585698701,105.8994402923191
92,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/0194,Active,No,28.33,28.33,1,1,1.0,1.0,2017-07-11,No,,No,3542.0,2019-06-30,247.0,1.0,247.0,118.0,Pending Data Cleaning Project,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,28.33,28.33,Jul,Jun,17133.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30137.0,BX24/0194-M1,,0.0,13.101345028612348,39.7125244140625,35.06780388201537,212.67708333333331,140.17834244286092,123.78328232268045
93,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/0348,Active,No,45.28,45.28,1,1,1.0,1.0,2019-08-21,No,,No,333617.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,45.28,45.28,Jul,Jun,27384.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30140.0,BX24/0348-M1,,0.0,64.45366162988874,53.75897513495551,46.86455523852976,0.0,118.7256517998134,103.49945944904981
94,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/0457,Active,No,46.3,46.3,1,1,1.0,1.0,2019-08-20,No,,No,809251.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,46.3,46.3,Jul,Jun,28000.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30143.0,BX24/0457-M1,,0.0,799.5233020325502,87.13225894504123,58.21438108856398,0.0,188.19062407136335,125.73300451093733
95,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/0965,Active,No,46.3,46.3,1,1,1.0,1.0,2016-04-26,No,,No,1182033.0,2019-06-30,354.0,1.0,354.0,11.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,46.3,46.3,Jul,Jun,28000.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30150.0,BX24/0965-M1,,193.0,5404.31853550858,67.15599060058594,57.07689398062439,0.0,145.04533607038,123.27622889983671
96,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/1311,Active,No,44.64,44.64,1,1,1.0,1.0,2018-05-16,No,,No,391525.0,2019-06-30,247.0,1.0,247.0,118.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,44.64,44.64,Jul,Jun,26998.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30153.0,BX24/1311-M1,,0.0,1284.7547198372417,55.07208718193902,51.7606387701079,212.76041666666669,123.36937092728274,115.9512517251521
97,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/1328,Active,No,38.03,38.03,1,1,1.0,,2018-11-13,No,,No,,,,1.0,,365.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,38.03,38.03,Jul,Jun,23000.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30156.0,BX24/1328-M1,No data for BX24/0533.,,,,,,,
98,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/1546,Active,No,9.05,9.05,1,1,1.0,1.0,2017-05-23,No,,No,21261.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,9.05,9.05,Jul,Jun,5473.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30163.0,M35/1546-M1,,0.0,87.74293574743801,33.987155490451386,10.753365223831565,0.0,375.54867945250146,118.82171518045928
99,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/18384,Active,No,47.92,47.92,1,1,1.0,1.0,2018-02-16,No,,No,532433.0,2019-06-30,352.0,1.0,352.0,13.0,Pending Data Cleaning Project,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,47.92,47.92,Jul,Jun,28980.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30166.0,M35/18384-M1,,0.0,347.46193427814376,71.53262244330512,51.21098575344388,0.0,149.27508857117093,106.86766643039208
100,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/1859,Active,No,50.15,50.15,1,1,1.0,1.0,2018-09-28,No,,No,247985.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,50.15,50.15,Jul,Jun,30331.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30169.0,M35/1859-M1,,0.0,232.25508291429944,173.88663397894965,60.68483447657388,0.0,346.7330687516444,121.00664900612938
101,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/1865,Active,No,43.4,43.4,1,1,1.0,1.0,,,,No,403161.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,43.4,43.4,Jul,Jun,26248.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30172.0,M35/1865-M1,,75.0,1681.7757898786333,139.41574944390192,60.97751310267722,0.0,321.2344457232763,140.50118226423322
102,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/1945,Active,No,63.0,63.0,1,1,1.0,1.0,2017-07-09,No,,No,13852.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,63.0,63.0,Jul,Jun,38101.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30179.0,M35/1945-M1,,0.0,0.6036883539623684,69.69371583726671,63.18895551893446,0.0,110.62494577343922,100.29992939513409
103,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/2159,Active,No,12.6,12.6,1,1,1.0,1.0,2017-05-14,No,,No,,,,,,365.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,12.6,12.6,Jul,Jun,7620.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30182.0,M35/2159-M1,No data for M35/1976.,,,,,,,
104,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/2260,Active,No,63.0,63.0,1,1,1.0,1.0,,,,No,40993.0,2019-06-30,321.0,1.0,321.0,44.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,63.0,63.0,Jul,Jun,38102.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30185.0,M35/2260-M1,,0.0,0.0,56.296276516384545,0.0,0.0,89.35916907362626,0.0
105,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/2272,Active,Yes,50.15,50.15,1,1,,1.0,,,,No,893999.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,50.15,50.15,Jul,Jun,30331.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30188.0,M35/2272-M1,,25.0,2090.919166975816,168.4191131591797,70.13703100933037,0.0,335.83073411601134,139.85449852309145
106,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/2494,Active,No,63.0,63.0,1,1,1.0,1.0,,,,No,0.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,63.0,63.0,Jul,Jun,38101.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30195.0,M35/2494-M1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/2556,Active,No,30.02,30.02,1,1,1.0,1.0,2017-06-28,No,,No,29968.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,30.02,30.02,Jul,Jun,18156.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30198.0,M35/2556-M1,,0.0,0.0,26.597354676988388,0.0,0.0,88.59878306791602,0.0
108,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/2787,Active,Yes,35.01,35.01,1,1,,1.0,,,,No,791584.0,2019-06-30,353.0,1.0,353.0,12.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,35.01,35.01,Jul,Jun,21174.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30201.0,M35/2787-M1,,5.0,862.7746851468087,39.93194686041938,35.503481360272076,0.0,114.05868854732756,101.40954401677259
109,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/2805,Active,Yes,61.73,61.73,1,1,,1.0,,,,No,690325.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,61.73,61.73,Jul,Jun,37333.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30204.0,M35/2805-M1,,0.0,0.0,56.29432678222656,0.0,0.0,91.19443833181042,0.0
110,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/3547,Active,No,43.4,43.4,1,1,1.0,1.0,,,,No,1069483.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,43.4,43.4,Jul,Jun,26248.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30208.0,M35/3547-M1,,131.0,4567.563676534891,144.19672012329102,55.14969192107253,0.0,332.2505071965231,127.07302285961413
111,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/4133,Active,Yes,9.05,9.05,1,1,,1.0,,,,No,28971.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,9.05,9.05,Jul,Jun,5473.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30211.0,M35/4133-M1,,0.0,184.53209934473037,30.382259156968857,12.286577890458375,0.0,335.715570795236,135.76329160727485
